缂栧彿,鍙戠敓鏃堕棿,鍖哄煙,elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,鏈€澶у皬鏃堕洦寮?mm/h),rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
1955,2021/8/21,灞桥区白鹿塬,935,18.5,164,43,4,1.1,14.2,1,0,1,0,0,0
1960,2012/9/14,周至县厚畛子,1187,43.8,317,57,19,1,12.7,4,0,1,1,0,0
1961,2023/8/24,蓝田县汤峪,975,36.6,281,84,34,0.7,32.9,2,0,0,0,0,0
1963,2014/7/11,周至县板房子,1797,50,233,55,21,0.7,8.7,4,1,0,0,0,0
1964,2022/8/25,雁塔区杜城,955,22.4,574,30,3,1,13,0,0,0,0,0,0
1965,2010/7/17,蓝田县九间房,2449,30.6,250,93,31,0.9,22.6,3,0,0,0,0,1
1966,2020/6/12,鄠邑区甘河,2040,50,811,40,28,1.2,10.1,3,1,1,1,0,0
1971,2012/7/12,长安区沣峪,1949,39.9,182,40,12,1,5.2,3,1,1,1,0,0
1972,2017/9/17,灞桥区白鹿塬,974,31.2,980,56,16,0.8,17.6,1,0,0,0,0,0
1973,2010/11/2,长安区沣峪,1547,50,719,40,39,0.9,16.7,0,1,0,0,0,1
1974,2022/6/30,长安区蒿沟,1414,35.9,491,60,29,1.2,20,2,0,0,0,0,0
1975,2013/10/27,周至县广济,1865,20.9,245,58,21,0.8,15.3,4,0,1,1,0,0
1978,2021/7/2,鄠邑区玉蝉,1705,48.1,253,95,28,1.1,22.9,3,0,0,0,0,0
1984,2021/10/10,长安区蒿沟,1975,33.4,513,52,23,1.1,18.5,2,0,0,0,0,0
1985,2020/9/18,鄠邑区玉蝉,2082,46.1,37,86,26,0.8,27.1,0,0,0,0,0,0
1987,2023/7/6,长安区子午峪,1747,35.9,702,95,28,0.9,9.4,3,0,0,0,0,0
1990,2017/7/13,周至县广济,2133,41.6,211,51,22,1.1,32.9,0,0,0,0,0,0
1991,2015/7/15,雁塔区电子城,419,18,1058,54,1,1,8.5,1,0,0,0,0,0
1994,2023/8/10,长安区太乙宫,2342,36,132,82,0,1,8.6,2,1,1,0,0,0
1999,2023/9/15,鄠邑区甘河,1032,26.3,253,69,25,0.7,40,3,0,0,0,0,0
2001,2010/5/25,雁塔区杜城,900,13.1,831,30,19,0.9,23.8,0,0,0,0,0,1
2002,2022/8/14,周至县马召,2457,30.4,251,78,32,0.8,20.7,5,0,1,0,0,0
2003,2016/9/11,鄠邑区甘河,2127,36.4,497,40,26,1.1,13.8,0,1,1,0,0,0
2004,2020/7/7,灞桥区白鹿塬,749,15.9,263,35,11,0.9,40,1,1,1,1,0,0
2005,2015/9/14,鄠邑区蒋村,2293,39.2,280,40,0,0.7,22,5,1,1,1,0,0
2006,2019/9/18,蓝田县玉川,1106,34.7,944,76,32,0.6,11.8,2,0,1,1,0,1
2007,2010/9/13,雁塔区曲江,616,21.6,46,30,35,1,15.2,0,0,1,1,0,0
2008,2010/9/24,灞桥区洪庆,803,23.1,477,30,11,0.9,20,1,1,1,1,0,0
2009,2010/7/2,鄠邑区祖庵,1207,29,1040,63,40,0.9,76,3,0,1,0,0,0
2010,2020/9/20,周至县板房子,1846,30.2,207,49,27,0.7,37.8,5,0,1,0,0,0
2013,2020/9/14,鄠邑区玉蝉,2294,39.5,130,67,3,0.6,22.8,0,0,0,0,0,0
2016,2020/8/22,临潼区斜口,410,45.3,235,38,29,0.7,58,0,0,0,0,0,0
2017,2017/7/25,未央区六村堡,414,26.3,96,30,19,1.2,15.4,1,1,1,1,0,0
2018,2018/9/4,周至县马召,2151,50,130,75,0,0.9,30.8,0,0,1,1,0,0
2019,2017/9/30,临潼区斜口,890,33.1,210,31,13,0.8,16.9,0,1,1,1,0,0
2020,2023/11/13,鄠邑区蒋村,2463,46.7,663,54,22,0.8,25.3,0,1,1,1,0,0
2022,2020/1/25,长安区子午峪,1782,27.5,51,72,34,1.2,18.6,0,0,0,0,0,1
2023,2017/7/24,雁塔区曲江,827,16.3,154,40,7,0.8,11.8,0,1,1,1,0,0
2024,2021/5/20,未央区未央宫,731,24.9,140,56,33,0.9,30,1,0,1,1,0,0
2025,2021/6/26,周至县王家河,1317,50,405,95,6,0.7,60,4,0,1,1,0,0
2031,2014/9/24,鄠邑区玉蝉,1025,30.9,241,42,11,1.1,12,5,0,1,1,0,0
2033,2014/8/10,临潼区骊山,359,46.3,801,30,7,1,10.2,0,0,0,0,0,0
2036,2012/11/2,临潼区骊山,841,33.2,216,70,1,0.6,46,1,0,0,0,0,0
2037,2018/10/14,鄠邑区祖庵,2215,42.4,546,61,18,1.1,38.3,0,0,0,0,0,1
2038,2013/2/3,阎良区武屯,609,25,249,53,17,0.7,5,1,1,1,1,0,0
2039,2022/10/10,蓝田县汤峪,2317,46.4,396,93,13,0.6,19.4,2,1,0,1,0,0
2040,2021/9/12,鄠邑区蒋村,848,33.4,677,72,13,0.8,5.8,5,0,1,1,0,0
2041,2018/12/31,周至县厚畛子,2109,42,1,82,28,1,19,0,0,0,0,0,0
2042,2019/10/12,未央区谭家,605,25.4,31,51,3,1.2,20.8,1,1,1,1,0,1
2043,2020/7/10,灞桥区狄寨,463,25.2,1,30,11,0.7,19.3,1,0,1,0,0,0
2045,2022/8/22,鄠邑区玉蝉,1005,38.6,643,89,11,0.7,21.5,3,1,0,0,0,0
2047,2013/7/16,蓝田县蓝关,1506,44.7,415,85,6,0.6,20.6,5,1,1,1,0,0
2048,2012/10/5,灞桥区席王,405,19.3,200,30,16,0.9,31.7,1,1,1,1,0,1
2050,2014/7/11,周至县板房子,1411,50,294,77,32,1,40,3,0,1,0,0,0
2052,2021/6/20,雁塔区曲江,601,20.6,225,30,12,1,20,0,0,0,0,0,0
2053,2022/6/1,阎良区武屯,582,17.6,174,80,14,0.9,32.4,4,0,0,0,0,0
2055,2021/1/1,临潼区斜口,939,29.7,509,30,13,1.2,11.4,2,0,1,1,0,0
2060,2021/10/13,鄠邑区甘河,1174,25.3,143,89,39,1.2,26.7,5,0,1,0,0,0
2061,2016/7/24,周至县马召,1015,49.1,398,67,21,1,7.1,0,0,0,0,0,0
2062,2011/5/25,临潼区代王,659,22,324,56,16,0.8,40,2,0,0,0,0,0
2063,2012/7/3,高陵区通远,869,25.1,263,44,13,0.7,16.2,4,0,0,0,0,0
2064,2015/9/17,长安区子午峪,2161,35.9,368,49,8,1.2,22.9,0,1,1,1,0,0
2067,2019/10/30,周至县厚畛子,2176,41.2,644,40,36,0.7,21.8,5,1,1,1,0,0
2070,2012/7/2,临潼区骊山,532,38.4,254,30,35,0.8,17.1,0,1,1,1,0,0
2071,2018/7/20,临潼区斜口,412,27.9,173,80,27,0.6,16,1,1,1,1,0,0
2072,2019/6/17,长安区小峪,1420,21.1,410,95,9,1.2,9.1,2,0,0,0,0,0
2073,2011/7/28,蓝田县玉川,1799,34.2,199,86,5,0.9,42,3,0,0,0,0,0
2074,2016/2/8,灞桥区席王,619,21.5,39,30,0,0.6,18.5,1,1,1,1,0,0
2075,2012/9/13,鄠邑区玉蝉,1607,27.9,265,95,40,0.7,21.1,0,0,0,0,0,0
2076,2022/7/26,长安区沣峪,2081,24.3,241,40,17,1.2,18.1,2,1,1,0,0,0
2078,2018/8/6,灞桥区席王,518,14.3,118,54,12,0.6,16,1,0,0,0,0,0
2079,2022/9/1,长安区蒿沟,1882,28.8,29,70,15,0.6,10.9,2,1,1,1,0,0
2082,2021/9/11,长安区子午峪,1515,39.5,176,70,22,0.8,25,3,1,1,1,0,0
2085,2011/3/7,周至县王家河,2159,29.7,432,60,35,0.6,7.1,3,0,0,0,0,1
2086,2019/1/8,长安区沣峪,2451,32.8,96,68,5,1,20,3,1,0,0,0,0
2087,2021/7/11,灞桥区洪庆,482,22.7,219,34,8,0.7,19,1,1,0,0,0,0
2088,2018/12/30,周至县板房子,1438,32.7,140,85,26,1.2,30.8,3,0,1,0,0,1
2089,2018/9/4,长安区蒿沟,1641,35.1,45,91,34,1.1,24.5,2,1,0,1,0,0
2090,2017/8/11,蓝田县蓝关,2356,20,985,74,1,0.6,14.7,2,1,0,0,0,0
2091,2020/9/1,灞桥区席王,999,18.4,416,55,30,0.9,23.3,1,0,0,0,0,0
2093,2014/7/24,蓝田县葛牌,2371,25.6,518,78,15,0.8,11.1,2,0,0,0,0,0
2100,2012/7/29,长安区沣峪,2012,20.5,21,92,39,1,5.4,0,0,0,0,0,1
2101,2018/1/29,灞桥区洪庆,757,28.2,58,37,32,0.8,8.1,1,0,1,0,0,0
2102,2018/8/4,蓝田县汤峪,800,48.4,4,80,16,1.2,33.8,5,1,1,1,0,0
2106,2012/9/6,未央区谭家,882,21.6,568,33,22,0.6,20.8,1,1,1,1,0,0
2107,2013/9/5,长安区太乙宫,2156,29.7,89,74,4,1,28.5,3,0,1,0,0,0
2109,2010/8/22,鄠邑区甘河,1875,26.5,645,54,25,1.2,13.5,5,0,0,0,0,0
2110,2015/8/8,灞桥区洪庆,471,22.2,430,33,19,0.7,20,1,0,1,1,0,0
2111,2011/10/13,长安区太乙宫,2496,46.1,4,95,24,1,29.5,3,0,1,0,0,0
2113,2022/7/30,蓝田县玉川,1667,41.7,284,64,10,0.6,33.7,5,0,0,0,0,1
2116,2010/5/5,高陵区鹿苑,306,20.3,137,30,38,0.7,16.7,4,0,1,0,0,0
2122,2013/7/3,临潼区骊山,535,31.5,55,62,25,0.9,7.3,2,0,1,1,0,0
2123,2012/9/18,雁塔区电子城,506,23.9,88,43,30,0.8,24,0,0,1,1,0,0
2125,2016/10/5,周至县板房子,1176,34.6,1249,41,4,0.7,18.9,0,1,1,0,0,0
2127,2022/7/26,周至县板房子,1726,43,143,90,33,0.7,41.3,0,1,1,1,0,0
2129,2014/6/20,灞桥区席王,306,16.6,403,30,1,0.7,28.8,1,1,1,1,0,1
2130,2023/8/2,灞桥区白鹿塬,710,22.6,675,39,17,0.6,17.8,1,0,1,1,0,0
2131,2014/11/20,未央区未央宫,913,21.3,75,73,35,1,36.9,1,0,0,0,0,0
2132,2017/8/2,长安区太乙宫,1995,30.2,41,57,7,0.6,51.6,2,0,0,0,0,0
2133,2019/9/27,鄠邑区玉蝉,2083,24.3,239,81,35,0.6,23.3,3,0,0,0,0,0
2134,2022/5/29,周至县马召,1978,29.4,917,65,30,1.1,80,4,0,0,0,0,0
2136,2010/7/9,长安区小峪,1418,24.3,387,49,10,1,15,3,0,0,0,0,0
2140,2021/10/9,雁塔区杜城,775,12.9,284,30,20,1.2,8.2,0,0,1,0,0,0
2143,2019/9/27,长安区蒿沟,1828,29.3,27,94,29,0.6,7.5,3,0,0,0,0,0
2145,2020/9/14,周至县马召,1398,20,234,61,29,0.6,7.8,0,0,0,0,0,0
2146,2012/9/25,长安区小峪,2335,39.1,659,81,26,0.9,9.3,3,1,0,0,0,0
2148,2017/7/19,蓝田县玉川,1901,24.9,333,50,7,1.1,7,3,0,1,0,0,0
2149,2020/6/27,长安区太乙宫,2272,24.3,815,50,12,0.6,17.7,3,0,0,0,0,0
2150,2013/7/6,鄠邑区蒋村,1937,35.4,149,40,15,0.8,27.6,4,0,1,1,0,0
2151,2023/7/29,蓝田县蓝关,2173,24.3,330,67,4,1,33.1,0,1,1,0,0,0
2152,2013/6/18,长安区子午峪,2100,32.9,271,40,5,0.6,40,3,1,1,0,0,0
2153,2023/9/20,周至县王家河,1373,42.6,268,70,17,0.9,32.9,3,0,0,0,0,0
2156,2015/7/11,鄠邑区涝峪,1570,36.8,729,81,25,0.6,21.7,3,0,1,0,0,0
2159,2017/10/23,长安区蒿沟,1188,46.8,278,40,23,0.8,12.3,3,1,1,1,0,0
2160,2014/7/18,蓝田县九间房,2413,32,9,40,38,1.1,10.1,0,1,1,0,0,0
2161,2019/8/28,长安区小峪,827,29,224,73,21,1.2,8,3,0,1,1,0,0
2162,2016/7/11,灞桥区席王,658,25.5,171,74,12,0.9,21.8,1,0,1,1,0,0
2163,2010/7/22,临潼区零口,707,46.2,183,64,5,0.9,29.6,1,0,0,0,0,0
2164,2018/9/24,灞桥区洪庆,726,15.7,84,52,32,1.2,11.8,1,1,1,1,0,0
2165,2016/7/18,长安区引镇,2068,29,299,40,9,0.7,15.9,2,1,1,1,0,0
2166,2010/1/14,鄠邑区蒋村,2484,35.1,314,73,5,0.9,15.4,0,0,0,0,0,0
2168,2022/10/5,高陵区耿镇,946,13.7,170,57,37,0.6,18.8,1,0,1,1,0,1
2170,2013/9/23,长安区小峪,2456,20,217,60,9,0.7,8.4,2,0,0,0,0,0
2171,2021/9/14,长安区引镇,872,40,754,67,0,0.7,5,2,0,0,0,0,0
2174,2020/6/10,灞桥区席王,959,21,58,30,35,0.8,9.9,1,0,0,0,0,0
2176,2013/11/2,蓝田县玉川,1942,43,633,67,38,1.2,6.3,2,1,1,0,0,0
2177,2017/7/5,雁塔区杜城,748,23.9,444,30,25,0.7,24.2,1,0,1,0,0,1
2178,2016/7/13,周至县王家河,2163,26.9,114,92,0,1.2,37.4,5,0,0,0,0,0
2182,2022/9/6,长安区太乙宫,1608,24.1,988,45,24,0.9,8.9,3,0,1,0,0,0
2183,2023/7/30,临潼区斜口,453,26.3,458,30,34,0.9,14.8,1,0,0,0,0,1
2185,2023/5/21,周至县厚畛子,1124,32.6,299,95,40,0.8,8.5,5,0,1,1,0,0
2188,2018/9/21,临潼区斜口,852,43,154,30,20,0.8,22.8,1,1,0,0,0,0
2190,2016/8/25,长安区小峪,1367,39.7,344,43,37,0.7,23.6,3,1,1,1,0,0
2191,2014/6/17,雁塔区曲江,470,27.4,248,36,32,1.2,6.7,1,1,0,0,0,0
2192,2018/7/25,鄠邑区涝峪,1923,21.4,72,40,23,0.7,38.5,0,0,1,0,0,0
2197,2020/7/24,长安区蒿沟,1149,31.3,803,40,19,0.8,16.7,0,0,0,0,0,1
2198,2020/5/29,蓝田县玉川,872,23.4,478,81,22,0.8,41.1,0,0,0,0,0,0
2199,2010/3/6,周至县厚畛子,1771,26,152,90,7,0.6,37.5,5,0,0,0,0,0
2200,2018/7/20,灞桥区白鹿塬,651,10,108,80,35,0.8,17.1,1,0,1,1,0,0
2201,2022/8/25,灞桥区狄寨,670,30.7,42,53,27,1.2,8.1,1,1,1,1,0,0
2202,2020/9/17,蓝田县葛牌,2406,37.6,415,82,40,0.8,22.2,0,1,1,1,0,0
2204,2017/9/19,蓝田县蓝关,1747,43.6,809,59,4,0.7,24.2,3,1,0,1,0,0
2207,2023/8/19,灞桥区席王,673,20.6,646,55,33,1.1,44,1,0,0,0,0,0
2208,2020/9/14,未央区六村堡,965,27,411,50,7,1.2,13.8,1,0,0,0,0,1
2209,2014/9/28,鄠邑区祖庵,1183,20,210,73,10,0.9,10.2,5,0,0,0,0,0
2211,2012/6/9,长安区子午峪,2489,28.1,882,40,24,0.8,27.7,3,1,1,0,0,0
2212,2015/6/11,灞桥区席王,770,20.7,210,30,2,0.7,7.9,1,0,1,0,0,0
2214,2019/9/11,未央区六村堡,854,19.3,214,30,3,1.2,16.4,1,0,0,0,0,0
2215,2017/6/24,长安区沣峪,903,30.8,333,76,19,0.8,56,0,1,1,1,0,0
2216,2010/9/10,灞桥区洪庆,495,18.6,544,80,1,0.8,32.6,1,1,0,0,0,0
2218,2023/8/3,灞桥区白鹿塬,566,31.8,761,65,10,0.6,17.1,1,0,0,0,0,0
2220,2021/7/12,灞桥区狄寨,639,23.8,97,37,27,0.6,20,1,1,1,1,0,0
2221,2020/8/2,阎良区关山,920,23.3,420,30,36,0.8,9.6,1,1,1,0,0,0
2224,2010/7/23,长安区小峪,1933,36.7,145,51,12,0.6,68,3,0,1,1,0,0
2225,2021/10/12,灞桥区席王,783,19.1,556,30,18,0.6,18.8,1,1,0,1,0,0
2227,2021/9/13,雁塔区曲江,531,20.7,155,30,15,0.9,20,0,0,0,0,0,0
2229,2014/11/21,鄠邑区蒋村,1031,33,339,40,18,1.2,21.6,0,0,1,1,0,0
2231,2011/10/21,长安区小峪,2375,48.6,783,95,31,0.7,30.3,2,0,1,1,0,0
2236,2011/8/25,周至县厚畛子,1472,31.5,130,59,8,1,29.1,5,1,0,1,0,0
2238,2022/8/2,长安区引镇,1828,33.9,644,45,0,0.9,40,3,1,0,0,0,0
2245,2019/9/20,灞桥区白鹿塬,823,22.7,508,56,5,1.2,21.3,1,0,0,0,0,0
2252,2018/7/16,周至县广济,2217,28.8,513,92,23,1.1,15.2,3,0,0,0,0,0
2253,2016/3/22,鄠邑区祖庵,1777,49.7,929,84,23,0.6,36.6,4,1,0,0,0,0
2254,2020/12/20,临潼区斜口,619,39.7,102,39,25,1.2,10.4,0,0,0,0,0,0
2256,2015/9/20,灞桥区洪庆,731,19.6,528,57,30,1.2,13,1,1,1,1,0,1
2260,2010/8/24,蓝田县玉川,1869,35.1,192,82,13,0.6,34.8,3,1,1,1,0,0
2262,2010/5/3,长安区太乙宫,1893,43,185,71,30,0.7,23.5,2,1,0,1,0,0
2263,2015/9/9,灞桥区席王,842,23.4,352,52,9,0.9,31.7,1,1,1,1,0,1
2264,2011/7/24,周至县广济,2012,38.9,286,95,19,1.1,44,4,1,1,0,0,0
2265,2015/8/2,长安区引镇,2453,36.8,18,69,36,1,16.7,0,0,1,0,0,0
2267,2019/7/8,周至县马召,2367,25.8,20,54,10,0.7,15.6,3,0,1,1,0,0
2269,2017/7/9,周至县马召,1747,33,62,40,9,1,28.6,3,0,1,1,0,0
2272,2016/10/1,周至县厚畛子,1792,36.8,251,94,31,0.7,36.4,0,0,0,0,0,0
2273,2021/8/10,未央区谭家,954,24.2,708,30,39,0.8,17.8,1,1,1,1,0,1
2274,2018/8/15,周至县板房子,2403,24.7,269,64,35,0.9,17.8,5,0,1,0,0,0
2276,2012/10/27,长安区引镇,2361,30.2,668,70,39,1.2,24.3,3,0,1,1,0,0
2281,2021/8/30,蓝田县蓝关,2070,27.6,553,82,35,1.1,7.7,3,0,0,0,0,0
2282,2019/5/10,灞桥区白鹿塬,591,25,240,64,27,0.6,32.3,1,0,1,0,0,0
2283,2022/5/19,周至县厚畛子,2321,33.6,236,62,18,0.9,18.4,5,1,1,1,0,0
2284,2017/7/1,长安区太乙宫,2194,25.9,172,40,40,0.8,9.8,3,0,1,0,0,0
2285,2018/10/9,周至县马召,1700,25.8,245,94,17,0.7,22.7,3,0,1,0,0,0
2289,2010/9/14,鄠邑区玉蝉,1688,32.5,80,88,15,0.9,30.8,4,0,1,0,0,0
2294,2015/7/28,临潼区代王,710,31.8,1105,50,16,1.2,30,2,0,1,0,0,1
2295,2015/7/28,高陵区鹿苑,823,17.5,950,47,36,1.1,23.6,4,0,0,0,0,0
2296,2012/8/31,周至县马召,1716,39.2,22,77,3,0.7,60,0,0,0,0,0,0
2297,2010/9/23,蓝田县汤峪,1219,33.2,505,76,6,1.2,40,3,0,1,0,0,0
2298,2022/7/18,长安区引镇,993,47.2,131,41,34,1,11.6,0,0,1,1,0,0
2299,2021/7/20,灞桥区席王,381,11.6,232,41,0,1.2,11.6,1,1,1,0,0,1
2300,2023/9/26,灞桥区席王,310,18.9,8,34,28,0.9,25.8,1,0,1,0,0,0
2301,2016/9/29,蓝田县葛牌,1809,47.4,597,64,32,0.6,16.7,0,0,0,0,0,0
2302,2020/10/1,灞桥区白鹿塬,944,14.3,209,37,9,0.7,10.4,1,0,1,0,0,1
2303,2022/7/10,鄠邑区祖庵,1378,34.4,404,40,7,1.2,33.3,3,1,1,1,0,0
2304,2023/8/20,鄠邑区蒋村,1286,46.3,83,61,30,1.1,36.4,0,0,0,0,0,0
2305,2013/2/6,临潼区代王,879,36.6,195,80,15,1.1,30,1,1,0,0,0,0
2306,2019/7/11,临潼区骊山,886,26,256,61,1,0.8,36.8,0,0,1,1,0,0
2307,2013/7/21,蓝田县九间房,2326,35.3,200,40,23,0.9,21.8,5,1,1,1,0,0
2309,2011/9/30,未央区谭家,460,18.3,106,30,24,0.7,20,1,0,0,0,0,0
2311,2020/7/8,灞桥区白鹿塬,411,10,275,30,38,0.7,21.5,1,0,0,0,0,1
2313,2022/7/8,周至县广济,2415,32,123,40,22,0.8,28.4,3,1,1,0,0,0
2315,2013/5/13,长安区引镇,1896,36.4,694,43,34,0.6,6.6,2,0,1,0,0,0
2316,2013/7/1,长安区沣峪,1996,24.5,149,83,27,1.1,19.2,2,1,0,1,0,0
2317,2012/9/26,雁塔区曲江,838,15.2,47,40,24,1.1,22,0,0,1,0,0,0
2318,2023/8/15,临潼区骊山,506,26.4,155,30,37,1,9.3,0,0,1,0,0,0
2321,2020/9/4,灞桥区白鹿塬,767,17.2,10,67,1,0.8,10,1,0,1,0,0,0
2326,2016/7/27,周至县王家河,2478,46.1,493,80,20,1,14,5,0,1,0,0,0
2328,2010/9/29,蓝田县九间房,1424,43.7,140,60,27,0.9,21.5,3,1,1,1,0,0
2329,2014/8/9,鄠邑区涝峪,1199,35.6,37,76,27,0.9,52,5,0,0,0,0,0
2330,2010/8/28,蓝田县汤峪,2000,38.5,508,95,9,1.1,20,5,1,0,1,0,0
2333,2021/8/19,蓝田县玉川,2483,39.2,843,86,18,0.6,38.8,2,0,0,0,0,0
2335,2020/9/7,周至县广济,1377,35.8,1111,95,30,0.8,19.3,5,0,1,1,0,0
2336,2020/8/31,鄠邑区祖庵,1684,50,672,95,31,1.1,7.5,3,1,0,0,0,0
2337,2017/6/30,临潼区斜口,974,39.4,84,30,31,1.2,18.9,2,0,1,0,0,0
2338,2016/7/14,未央区未央宫,318,11.7,1256,30,36,1.1,11.7,1,0,1,1,0,1
2340,2017/8/25,周至县板房子,917,36.1,314,95,36,1.2,80,5,0,1,0,0,0
2341,2015/7/1,灞桥区白鹿塬,833,14.7,250,56,21,1.2,31.7,1,1,0,1,0,0
2342,2014/7/13,雁塔区电子城,875,12.6,179,33,18,1.1,22.5,0,0,1,1,0,1
2343,2017/9/7,长安区小峪,896,37.8,32,94,19,1.1,5.4,3,1,1,1,0,0
2344,2023/4/14,临潼区代王,869,35.4,11,75,12,0.8,6,2,0,0,0,0,0
2348,2019/8/13,周至县广济,2462,45.8,120,74,10,0.9,24.8,0,0,1,1,0,0
2349,2011/6/19,未央区未央宫,806,14.6,341,55,6,0.9,24,1,0,0,0,0,0
2352,2020/10/2,长安区引镇,928,34.9,519,94,3,1,16,3,0,0,0,0,0
2354,2011/9/27,临潼区零口,493,41.9,473,67,18,1,9.3,1,0,0,0,0,0
2355,2021/8/4,鄠邑区蒋村,1349,45,604,74,5,0.7,17.4,4,1,0,0,0,0
2356,2015/8/1,长安区小峪,1511,41.5,189,89,29,1,20.7,0,0,1,1,0,0
2360,2018/8/19,蓝田县九间房,1539,32.3,318,95,27,0.7,11.9,3,0,1,0,0,0
2361,2011/9/14,周至县广济,1935,20,303,95,39,0.8,36.4,0,0,0,0,0,0
2363,2013/9/27,灞桥区狄寨,770,23.5,603,80,23,1.2,15.7,1,1,1,1,0,0
2364,2019/9/6,长安区子午峪,2468,27.9,99,87,33,0.7,54,3,0,0,0,0,0
2365,2013/9/11,周至县广济,1381,28.4,226,40,35,1,12.2,3,0,1,0,0,0
2366,2018/9/12,鄠邑区涝峪,2022,31.5,23,82,10,1.1,24.5,3,1,1,1,0,0
2367,2014/7/28,灞桥区席王,335,21.9,555,30,0,0.7,29.2,1,0,0,0,0,0
2369,2017/9/3,灞桥区席王,716,15.9,133,30,29,1.2,25.2,1,1,1,1,0,1
2371,2019/7/19,临潼区骊山,556,40.2,161,76,37,0.7,25,1,0,1,0,0,0
2372,2017/7/5,临潼区骊山,527,35.7,43,56,24,1,36.4,1,0,1,1,0,0
2373,2023/9/30,周至县板房子,1591,38.1,97,40,6,0.6,28,4,1,1,0,0,0
2376,2012/9/6,周至县板房子,2152,36.7,8,60,19,1.2,14.3,4,0,0,0,0,0
2377,2022/6/28,周至县马召,1814,35.1,404,40,4,0.6,12.6,4,1,1,1,0,0
2379,2022/8/20,周至县板房子,1578,42.5,149,40,15,0.9,17.1,5,0,1,0,0,0
2380,2016/7/3,长安区小峪,1986,44.5,133,74,0,1.1,28.8,3,0,1,0,0,0
2384,2011/7/6,长安区子午峪,948,25.3,147,77,37,0.8,26.7,3,0,1,0,0,0
2385,2014/7/4,灞桥区狄寨,727,23.6,157,30,23,1,12.3,1,0,1,0,0,0
2386,2014/9/4,灞桥区狄寨,329,17.2,331,50,2,0.7,20,1,0,1,0,0,0
2387,2014/6/3,鄠邑区玉蝉,1944,36.1,634,84,6,1.2,8.3,0,0,0,0,0,1
2388,2016/8/28,高陵区耿镇,906,14.4,492,59,32,0.8,16,1,0,0,0,0,0
2389,2011/5/23,阎良区关山,584,10,135,30,13,1.1,10.5,4,0,1,0,0,0
2395,2020/7/13,周至县王家河,1555,36,512,65,17,1.2,32,3,0,0,0,0,0
2397,2016/7/22,周至县板房子,1898,47.9,199,84,30,1.1,24.1,4,0,0,0,0,0
2398,2023/6/17,长安区太乙宫,1731,49.7,7,48,6,0.8,23.5,0,1,1,1,0,0
2404,2013/10/1,鄠邑区祖庵,1894,37.4,105,54,10,0.9,17.4,4,0,1,1,0,0
2405,2014/7/28,雁塔区电子城,625,18.4,1019,61,39,1.2,15.2,0,0,0,0,0,1
2406,2019/7/3,周至县马召,809,33.5,379,71,37,0.6,22.6,4,0,1,0,0,0
2408,2023/8/14,周至县马召,978,29,134,43,1,0.9,7.2,5,0,0,0,0,0
2409,2014/10/27,长安区蒿沟,1990,25.4,102,51,32,1.2,26.5,3,0,1,0,0,0
2410,2022/7/29,高陵区通远,465,23.1,876,80,30,1,20,1,0,0,0,0,0
2411,2015/10/10,周至县广济,1916,37.7,519,74,27,0.7,55.4,5,1,0,0,0,0
2412,2017/11/11,雁塔区杜城,810,19.1,532,63,15,0.9,18.8,1,1,0,1,0,0
2413,2020/5/27,鄠邑区甘河,2333,44.7,101,77,11,0.9,11.6,4,0,1,1,0,0
2416,2022/10/5,长安区沣峪,2477,31.3,571,42,13,0.8,13,3,0,0,0,0,0
2417,2011/9/23,高陵区鹿苑,502,18.1,300,63,30,0.8,14.1,1,0,0,0,0,1
2420,2020/8/30,临潼区零口,635,41.6,218,34,7,0.7,6.7,2,1,1,1,0,0
2421,2020/9/14,周至县板房子,2417,38,40,95,19,0.8,50,5,1,1,1,0,0
2422,2023/9/1,周至县板房子,1471,39.8,94,94,6,1,17.1,0,1,0,0,0,0
2423,2017/8/25,临潼区代王,418,41.5,550,30,2,0.8,22.1,0,0,1,1,0,0
2424,2010/11/18,长安区蒿沟,2162,38.9,341,82,9,0.6,17.4,2,1,0,1,0,0
2425,2022/9/21,蓝田县葛牌,2117,49.6,790,40,37,1.1,35.7,2,1,1,1,0,0
2427,2010/7/3,长安区子午峪,1690,33.4,22,69,22,0.6,24.4,3,0,1,1,0,0
2428,2014/7/13,高陵区通远,553,19.4,428,44,3,0.9,29.2,4,0,0,0,0,0
2429,2012/7/1,临潼区零口,485,31.5,638,30,3,0.6,9.3,0,1,0,0,0,0
2431,2023/8/10,灞桥区洪庆,506,16.3,527,61,38,1,26,1,0,0,0,0,0
2434,2014/10/10,周至县广济,1453,33.5,83,84,18,0.9,20.6,3,0,0,0,0,0
2437,2015/9/1,高陵区通远,362,23.5,110,30,15,1,9.2,4,1,0,1,0,0
2438,2014/9/8,高陵区通远,303,19.2,188,65,32,1.2,28.3,4,0,0,0,0,0
2439,2012/11/23,灞桥区白鹿塬,759,23.8,184,30,37,0.7,24,1,0,0,0,0,0
2441,2011/9/11,周至县马召,2368,46.9,22,71,30,1.1,25,5,0,0,0,0,0
2442,2016/6/11,未央区谭家,565,24.3,188,53,27,0.7,15.3,1,1,0,0,0,1
2443,2014/9/13,蓝田县葛牌,1120,35.4,1088,62,25,0.6,16.2,0,1,1,1,0,0
