编号,发生时间,区域,elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,最大小时雨强(mm/h),rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
281,2014/5/3,长安区沣峪,2238,34.7,434,69,45,8.6,10.5,0,1,1,1,1,0
282,2014/8/29,鄠邑区甘河,1336,50,22,95,49,13.2,7.4,5,1,0,1,1,0
283,2020/10/14,周至县厚畛子,1339,50,225,95,52,16.8,6.2,3,1,1,1,1,1
284,2011/9/24,雁塔区杜城,576,17.5,300,49,38,4.7,16.2,1,0,1,0,1,0
285,2010/9/15,蓝田县玉川,1205,50,545,95,43,9.6,9,5,0,0,0,0,0
286,2021/9/8,临潼区代王,521,36.9,921,35,38,4.2,18.1,1,1,1,1,0,0
287,2020/5/22,灞桥区白鹿塬,328,18.5,165,55,13,1.9,13.7,1,0,0,0,0,1
288,2017/10/16,周至县广济,2038,42.2,1500,40,38,4,19,5,1,0,0,0,1
289,2014/8/30,长安区沣峪,1179,37.7,834,81,30,1.2,50,2,0,0,0,0,0
290,2019/7/20,周至县马召,1907,34.5,98,86,20,1.3,30.8,5,0,1,0,1,0
291,2016/6/28,周至县王家河,1436,41.8,51,75,20,1,40,3,0,0,0,0,1
292,2021/1/30,未央区未央宫,364,10.6,518,51,10,3,6.7,1,0,0,0,0,0
293,2019/9/15,长安区子午峪,2326,41.5,550,40,26,1,52,3,1,1,1,1,0
294,2016/9/25,未央区未央宫,317,12.7,39,30,40,4.2,19,1,1,1,1,1,1
295,2023/8/31,周至县马召,2374,35.8,98,50,37,3.2,23.1,0,1,1,1,0,0
296,2015/8/2,雁塔区电子城,907,14.5,141,54,18,2.3,15.7,1,0,0,0,0,0
297,2018/6/9,蓝田县葛牌,1524,38.7,622,40,21,2.9,14.5,2,1,1,0,0,0
298,2015/9/4,周至县马召,1710,44.8,67,40,22,3.4,12.9,4,1,1,1,1,0
299,2022/9/7,长安区小峪,955,36.5,429,64,20,4,10,0,0,1,0,0,0
300,2014/6/30,蓝田县九间房,2390,32.1,312,65,20,2.4,16.7,0,0,1,0,0,0
301,2018/7/20,雁塔区曲江,666,15.5,53,44,16,1.9,16.8,0,1,0,1,0,0
302,2017/8/27,长安区子午峪,2144,25,17,69,38,1.6,47.5,0,0,0,0,1,0
303,2017/10/23,雁塔区杜城,641,20.5,448,63,20,2.7,14.8,1,0,0,0,0,0
304,2010/7/6,灞桥区白鹿塬,327,21,565,30,29,7,8.3,1,1,1,1,1,0
305,2019/12/28,蓝田县葛牌,1595,28.4,540,72,46,4.1,22.4,0,0,1,0,1,0
306,2018/5/15,长安区小峪,2411,28,179,71,38,5.9,12.9,2,0,0,0,0,0
307,2012/7/3,蓝田县蓝关,2018,27.4,154,69,29,4.1,14.1,5,0,0,0,0,0
308,2010/9/22,长安区引镇,1469,36.2,597,93,20,2,20,2,1,0,1,0,0
309,2019/9/26,长安区小峪,1774,25.3,37,40,62,3.7,33.5,2,0,0,0,0,0
310,2011/9/21,临潼区零口,962,29.1,247,67,28,1.8,31.1,2,0,0,0,0,0
311,2014/8/9,未央区未央宫,813,18.8,403,43,22,1,44,1,1,1,0,0,1
312,2022/7/29,临潼区零口,905,20,15,30,85,3.6,47.2,2,0,0,0,1,1
313,2015/8/10,临潼区骊山,508,40.2,24,38,20,2.3,17.4,2,1,1,1,1,0
314,2023/9/13,临潼区零口,665,32.6,258,45,52,4.8,21.7,1,1,1,0,1,0
315,2014/8/26,周至县王家河,1509,28.9,319,40,57,3.7,30.8,3,0,1,1,1,0
316,2020/8/15,灞桥区席王,636,16.2,313,69,16,1,32,1,0,1,0,1,0
317,2011/10/1,周至县厚畛子,1987,48.9,322,61,27,2.2,24.5,3,0,1,1,0,0
318,2023/9/4,周至县广济,2107,49.8,30,40,21,1.1,38.2,4,0,1,1,1,0
319,2016/9/24,周至县板房子,902,46,155,85,23,6.8,6.8,3,1,0,0,0,0
320,2020/9/30,长安区子午峪,1252,31.8,438,70,39,1.5,52,2,1,1,1,1,0
321,2019/7/20,蓝田县蓝关,1175,34.2,391,67,65,4.9,26.5,2,1,1,1,1,0
322,2020/7/10,长安区太乙宫,2139,33.6,169,67,31,1,62,0,0,1,0,0,0
323,2018/10/28,长安区子午峪,2071,47,685,69,56,15.1,7.4,0,0,1,0,1,0
324,2012/6/11,长安区引镇,1204,34,92,86,27,1.2,45,0,0,0,0,0,0
325,2012/1/21,灞桥区洪庆,955,19.6,266,37,24,1.3,36.9,1,0,1,0,0,0
326,2016/10/14,长安区沣峪,1691,42.5,167,90,42,3.9,21.5,3,1,1,1,1,0
327,2021/7/5,长安区子午峪,1199,27.8,121,70,40,12.8,6.2,3,0,1,1,1,1
328,2022/8/10,蓝田县玉川,964,33.8,428,76,30,8.3,7.2,0,1,0,0,0,0
329,2013/5/30,周至县王家河,1270,28.1,487,79,20,2.4,16.7,3,0,0,0,0,0
330,2018/10/20,灞桥区席王,687,16,33,47,20,1.5,26.7,1,0,1,0,0,0
331,2013/8/19,长安区引镇,1982,42.1,603,89,20,5.8,6.9,3,1,0,1,0,0
332,2021/8/24,鄠邑区蒋村,943,34,168,93,37,2.2,33.6,0,0,1,0,1,1
333,2021/8/31,周至县板房子,2171,39.4,455,40,23,2.3,20,3,1,1,1,1,0
334,2011/7/11,阎良区新兴,494,25.9,271,30,41,7.1,11.5,4,0,0,0,0,1
335,2021/7/10,蓝田县汤峪,1644,28.9,325,68,49,6.1,16.1,5,1,0,1,0,1
336,2011/5/26,鄠邑区玉蝉,811,29.4,121,81,33,3.5,18.9,3,0,1,1,1,0
337,2021/8/4,长安区沣峪,1722,32.8,301,57,62,9.5,13.1,3,0,1,0,1,0
338,2017/9/14,临潼区斜口,613,20,157,58,45,5.4,16.7,1,0,0,0,0,0
339,2010/9/13,灞桥区白鹿塬,829,12.3,424,51,25,1.8,27.8,1,0,1,1,0,0
340,2010/9/13,临潼区骊山,616,34.4,126,30,27,3.2,16.9,1,0,1,1,0,0
341,2012/1/17,鄠邑区涝峪,1933,35.2,571,61,22,2.2,20,0,1,0,0,0,0
342,2015/8/2,鄠邑区蒋村,1307,30.7,196,85,22,2,22,4,0,1,1,0,0
343,2013/5/14,周至县板房子,857,20,201,60,20,4.7,8.5,3,0,0,0,0,0
344,2014/9/27,长安区小峪,1011,43.3,619,69,20,2.6,15.4,2,1,0,1,0,0
345,2015/3/28,周至县板房子,1676,32.1,40,95,119,8.1,29.4,0,1,0,1,1,0
346,2013/8/24,长安区沣峪,2374,34.8,21,87,34,5.4,12.6,2,0,0,0,0,0
347,2015/7/14,鄠邑区蒋村,2192,41.7,498,60,67,3,44.7,4,0,1,1,1,0
348,2018/8/12,灞桥区洪庆,951,23.5,6,51,33,7.8,8.5,1,1,0,0,0,0
349,2020/8/28,雁塔区电子城,514,17.1,468,80,15,1.4,21.4,1,0,0,0,0,0
350,2012/6/30,周至县厚畛子,1762,20,154,40,20,1,40,0,1,1,1,1,0
351,2015/9/20,周至县板房子,2143,38.2,49,67,20,4.9,8.2,5,0,1,1,1,0
352,2010/7/12,周至县厚畛子,1729,35.9,359,95,23,2,23,4,0,1,1,0,0
353,2017/5/19,蓝田县汤峪,1555,36,716,70,32,3.1,20.6,3,0,1,1,1,0
354,2013/8/5,长安区子午峪,1103,32.4,209,40,20,1.1,36.4,0,1,1,1,1,0
355,2022/6/1,蓝田县九间房,1398,27.1,277,40,40,3,26.7,3,0,1,0,0,0
356,2016/8/9,未央区六村堡,840,16.6,174,39,19,1.7,22.4,1,1,0,0,0,0
357,2010/7/12,长安区引镇,1177,41.5,175,93,22,1,44,2,1,1,0,1,0
358,2020/2/16,未央区未央宫,978,12.4,279,70,21,1.5,28,1,1,0,1,1,1
359,2020/9/10,鄠邑区玉蝉,1689,34.1,54,79,25,2.3,21.7,4,0,1,1,1,0
360,2022/7/29,周至县马召,1703,28.4,193,95,56,29.2,5,3,0,1,0,1,0
361,2018/12/28,蓝田县蓝关,1816,20,120,87,47,4.5,20.9,2,0,1,0,0,0
362,2021/12/26,临潼区斜口,719,37.6,46,54,35,7,10,2,1,1,1,1,0
363,2018/7/8,灞桥区狄寨,780,26.9,7,33,12,1.2,20,1,0,1,0,0,0
364,2011/5/15,蓝田县葛牌,1612,41.5,23,79,43,3.5,24.6,2,0,0,0,0,0
365,2021/9/24,周至县厚畛子,1362,40.4,5,72,53,3,35.3,3,0,1,0,1,0
366,2021/7/27,长安区引镇,1949,36.3,45,61,43,1,80,2,1,0,0,0,1
367,2021/12/16,临潼区代王,984,30.3,332,46,20,1,40,0,1,1,1,1,0
368,2016/8/27,鄠邑区玉蝉,2289,37.1,21,95,47,2.5,37.6,5,0,1,0,0,1
369,2018/9/21,灞桥区白鹿塬,411,26.1,42,41,25,4.1,12.2,1,1,0,1,0,1
370,2015/7/13,蓝田县九间房,1633,33.6,851,61,20,1,40,2,1,1,1,0,0
371,2023/8/1,长安区引镇,1228,44.6,205,67,20,2.6,15.4,3,1,1,0,1,0
372,2018/7/1,蓝田县葛牌,1280,44.8,94,55,23,1,46,3,0,0,0,0,0
373,2020/8/7,灞桥区席王,309,29.3,219,39,31,4.5,13.8,1,0,1,1,1,0
374,2012/10/25,未央区未央宫,546,25.3,651,55,18,1.4,25.7,1,1,0,1,0,0
375,2020/6/3,雁塔区曲江,597,19.2,588,69,15,2.9,10.3,0,0,0,0,0,1
376,2016/7/7,高陵区鹿苑,786,19,140,30,19,1.8,21.1,1,1,1,1,0,0
377,2016/8/6,周至县王家河,1922,38.9,167,88,49,3,32.7,5,0,1,1,0,0
378,2017/9/9,周至县王家河,1016,29.9,117,51,41,3.5,23.4,0,0,1,1,1,0
379,2011/9/28,鄠邑区祖庵,1394,38.7,625,67,27,3.5,15.4,5,0,1,1,1,0
380,2022/10/30,蓝田县玉川,1485,28.4,311,40,34,3.1,21.9,3,0,1,1,1,0
381,2023/9/27,临潼区代王,411,37.7,113,44,32,3.3,19.4,0,1,1,1,1,0
382,2020/5/1,周至县广济,2053,39.3,303,79,30,1,60,5,0,0,0,0,0
383,2012/9/20,雁塔区电子城,910,22.4,358,49,26,4.6,11.3,0,1,1,1,1,0
384,2015/4/27,灞桥区狄寨,546,18.9,95,67,20,1.7,23.5,1,0,1,0,0,0
385,2023/12/15,周至县厚畛子,1688,32,186,91,24,2.2,21.8,5,0,0,0,1,0
386,2011/7/17,周至县板房子,2424,22.6,165,95,42,8,10.5,4,0,1,1,0,0
387,2010/8/16,蓝田县葛牌,929,36.6,412,57,58,1.8,64.4,3,1,1,1,0,0
388,2019/8/25,长安区子午峪,1411,20.5,518,58,40,5.8,13.8,0,0,0,0,0,0
389,2010/7/24,蓝田县汤峪,924,25.1,291,77,62,4.7,26.4,2,0,1,1,0,0
390,2014/7/11,灞桥区席王,725,21.6,334,55,20,2.9,13.8,1,1,0,1,1,0
391,2019/7/1,未央区谭家,351,10.7,596,73,12,1.3,18.5,1,0,0,0,0,1
392,2018/8/23,蓝田县玉川,1373,42.4,707,77,31,2.5,24.8,5,0,0,0,0,0
393,2023/7/23,长安区子午峪,1933,36.9,100,95,32,1.5,42.7,0,0,0,0,1,0
394,2021/9/27,未央区未央宫,979,18.4,543,33,22,1.8,24.4,1,1,0,0,0,0
395,2011/8/10,长安区蒿沟,1904,47.6,210,94,50,3,33.3,2,0,0,0,0,0
396,2022/7/1,长安区太乙宫,2233,35.8,71,95,56,5.7,19.6,3,1,1,1,1,0
397,2016/9/6,周至县王家河,2157,50,195,81,63,17.1,7.4,3,1,1,1,1,1
398,2011/9/11,长安区蒿沟,1824,36.7,248,59,37,5,14.8,2,0,1,1,0,0
399,2010/7/10,阎良区关山,981,29.3,249,32,14,2,14,2,1,0,1,0,0
400,2019/8/2,周至县王家河,913,32.4,345,71,28,2.6,21.5,0,0,1,1,0,0
401,2020/8/21,周至县广济,1228,23.6,236,51,20,1.4,28.6,4,0,0,0,0,0
402,2013/9/17,长安区蒿沟,1617,37.6,647,86,26,2,26,0,1,1,1,0,0
403,2011/10/17,周至县厚畛子,2256,50,260,82,20,2,20,4,0,0,0,0,0
404,2019/10/20,周至县厚畛子,1977,37.4,177,78,36,6,12,3,1,0,1,1,0
405,2010/9/24,蓝田县玉川,1872,31.9,474,77,49,7.1,13.8,5,0,0,0,1,0
406,2023/9/1,长安区小峪,2089,33.7,263,51,95,8.1,23.5,0,1,1,1,1,0
407,2019/7/26,鄠邑区祖庵,1984,34.1,73,80,32,4.4,14.5,5,0,1,1,0,0
408,2021/8/26,鄠邑区蒋村,1580,47.3,330,86,20,1,40,5,1,1,1,1,0
409,2021/7/2,长安区小峪,1357,47.1,441,76,62,2.8,44.3,2,1,1,1,0,1
410,2013/5/22,长安区引镇,979,38,150,66,51,4.1,24.9,3,1,1,1,1,0
411,2016/5/27,灞桥区洪庆,442,14,368,54,25,2.4,20.8,1,0,1,0,1,0
412,2017/8/10,灞桥区白鹿塬,846,18.8,110,71,34,3.7,18.4,1,0,1,0,0,0
413,2012/5/30,临潼区斜口,815,39.4,373,37,37,2.2,33.6,1,0,1,1,1,0
414,2020/7/31,长安区蒿沟,1451,39.7,202,44,40,2.9,27.6,0,0,1,1,0,0
415,2021/5/29,灞桥区狄寨,737,22.5,416,30,11,1,22,1,1,1,1,1,0
416,2015/9/22,未央区谭家,385,23,4,36,40,4,20,1,0,1,1,1,0
417,2023/8/7,周至县厚畛子,2266,38.8,458,92,75,11.5,13,4,0,1,0,1,0
418,2019/7/26,周至县广济,1590,30.7,11,87,30,2.9,20.7,0,0,0,0,0,0
419,2015/8/18,蓝田县玉川,887,30.6,288,40,41,4.6,17.8,0,1,1,1,1,0
420,2022/8/8,鄠邑区涝峪,1865,43.5,299,64,20,2.7,14.8,4,1,1,1,1,0
421,2017/5/18,雁塔区电子城,304,18.9,54,42,22,1.7,25.9,1,0,1,1,0,0
422,2021/10/28,鄠邑区蒋村,1284,29.1,345,69,37,2,37,5,0,1,1,1,0
423,2014/9/13,鄠邑区甘河,2153,27.2,114,83,20,5.5,7.3,0,0,0,0,1,0
424,2013/7/21,周至县厚畛子,1699,39.5,12,43,27,2.2,24.5,0,0,1,1,1,0
425,2022/7/31,周至县板房子,1135,30.3,3,90,33,2.4,27.5,0,0,0,0,0,0
426,2013/7/22,鄠邑区甘河,898,26.2,835,91,55,8.7,12.6,3,0,0,0,1,0
427,2019/10/11,临潼区代王,977,28.1,83,30,27,4,13.5,0,0,0,0,1,0
428,2014/9/18,灞桥区白鹿塬,809,13.4,74,70,39,3.1,25.2,1,1,0,1,0,0
429,2021/7/20,蓝田县汤峪,1545,46.7,38,40,81,13.1,12.4,5,1,1,1,1,0
430,2023/2/6,临潼区零口,431,29.1,211,50,63,6.9,18.3,1,0,1,0,1,0
431,2011/8/23,雁塔区电子城,679,19.8,134,62,18,1,36,0,1,0,1,1,0
432,2010/9/22,未央区六村堡,802,15.2,9,40,24,1.4,34.3,1,1,0,0,0,1
433,2014/8/13,灞桥区洪庆,344,11.8,64,42,16,1.2,26.7,1,1,1,0,0,1
434,2011/7/2,蓝田县玉川,1577,20,16,79,65,3.6,36.1,5,0,1,0,1,0
435,2010/8/28,阎良区关山,377,19.5,279,30,29,1,58,4,0,1,0,0,0
436,2010/10/7,蓝田县玉川,2356,31,872,85,24,1,48,2,1,0,0,0,0
437,2012/11/1,高陵区通远,686,18.4,515,58,42,3.6,23.3,4,0,1,1,0,0
438,2014/7/13,蓝田县玉川,1000,32.4,89,59,39,1.3,60,0,1,1,1,1,0
439,2013/8/8,长安区小峪,2493,50,77,58,38,3.8,20,3,1,1,1,1,0
440,2010/8/30,临潼区骊山,910,34.5,216,30,20,1.2,33.3,0,0,1,1,1,0
441,2023/6/7,鄠邑区涝峪,1969,41.2,559,49,26,2.2,23.6,0,0,1,0,1,0
442,2011/10/7,周至县广济,2331,22.3,184,49,29,4.6,12.6,3,1,1,1,1,0
443,2018/11/28,蓝田县玉川,1034,32.7,57,90,28,2.4,23.3,3,1,1,1,0,0
444,2021/9/10,蓝田县汤峪,977,36.9,2,71,74,15.2,9.7,2,0,1,0,1,0
445,2018/7/31,临潼区斜口,802,39.7,206,42,74,4.3,34.4,0,0,1,1,1,0
446,2014/9/18,蓝田县玉川,1314,44.7,236,52,23,1.5,30.7,5,0,1,1,0,0
447,2019/7/9,蓝田县玉川,1522,33.2,176,73,20,1.2,33.3,3,1,1,1,0,0
448,2022/8/4,灞桥区席王,440,27,113,47,14,1,28,1,1,1,1,1,1
449,2012/9/28,周至县板房子,1527,43.3,722,75,21,1,42,3,0,0,0,0,0
450,2012/8/3,蓝田县九间房,1529,20,260,72,53,1.6,66.2,5,0,1,0,0,0
451,2013/6/25,长安区小峪,1263,34.3,187,60,47,6.7,14,0,1,1,0,0,0
452,2021/5/17,临潼区零口,976,40.4,434,62,20,2,20,2,1,1,1,1,0
453,2020/7/16,高陵区鹿苑,386,10,34,67,22,1.7,25.9,4,0,0,0,0,0
454,2016/7/28,鄠邑区祖庵,1023,30.1,372,68,25,1.5,33.3,5,1,0,0,1,0
455,2010/10/6,灞桥区席王,710,15.2,76,30,27,3.3,16.4,1,0,1,0,1,0
456,2012/8/31,蓝田县蓝关,1696,34,12,63,27,8.2,6.6,2,1,1,1,0,1
457,2011/5/2,周至县广济,988,40.4,124,40,56,7.7,14.5,0,1,1,0,1,0
458,2019/9/6,蓝田县九间房,1849,28.9,320,57,20,1,40,0,1,0,0,0,0
459,2015/5/27,临潼区代王,997,26.4,833,30,24,3.7,13,0,0,0,0,0,0
460,2017/2/20,鄠邑区甘河,2125,24.2,173,64,20,1,40,4,0,1,0,0,0
461,2015/6/5,长安区引镇,2230,37.7,152,89,20,1.9,21.1,3,1,0,0,0,0
462,2021/7/28,灞桥区洪庆,520,22.5,337,46,28,3.6,15.6,1,1,0,1,1,1
463,2019/11/10,长安区引镇,1948,37.6,289,76,46,6,15.3,2,1,0,0,1,0
464,2010/7/1,蓝田县汤峪,916,35.6,55,85,33,1.3,50.8,3,0,1,1,1,0
465,2010/10/24,长安区沣峪,2370,40.3,88,50,55,4.2,26.2,3,1,0,1,1,0
466,2013/8/11,雁塔区杜城,696,15.2,249,30,23,2.7,17,1,1,1,1,1,0
467,2016/10/4,鄠邑区蒋村,2452,29.1,874,61,56,5,22.4,0,0,0,0,0,0
468,2012/9/22,周至县广济,1932,27.7,66,78,20,3.7,10.8,5,0,1,0,0,0
469,2015/7/26,周至县板房子,2159,46.7,214,87,20,2,20,3,0,0,0,1,1
470,2019/9/7,长安区沣峪,1746,33.3,481,80,28,1.5,37.3,0,1,1,1,0,0
471,2012/8/5,临潼区骊山,405,50,179,72,26,1.4,37.1,1,1,0,1,1,0
472,2019/7/29,灞桥区洪庆,559,15,519,63,40,3.5,22.9,1,1,0,1,1,0
473,2018/9/25,蓝田县汤峪,1507,38.5,160,40,48,3.5,27.4,2,1,1,1,1,0
474,2012/9/30,蓝田县蓝关,1852,33.6,508,40,30,1.5,40,3,1,1,1,0,0
475,2021/6/3,临潼区零口,692,49.6,6,61,22,1.2,36.7,0,1,1,1,0,0
476,2019/8/12,鄠邑区蒋村,1482,45.4,208,51,54,6.7,16.1,4,0,1,0,1,0
477,2021/7/26,未央区未央宫,783,28.2,162,65,24,1.4,34.3,1,0,1,1,1,0
478,2018/8/15,阎良区武屯,575,25.7,379,30,21,2.9,14.5,1,0,1,1,0,0
479,2012/8/18,长安区引镇,966,30,631,40,20,1.6,25,3,0,0,0,0,0
480,2019/7/28,长安区蒿沟,2105,47,9,95,29,3.1,18.7,3,0,1,0,0,0
481,2022/10/7,鄠邑区祖庵,1552,41.5,484,59,29,14.1,5,5,1,1,0,1,0
482,2016/6/30,蓝田县汤峪,869,33.9,200,79,31,5.4,11.5,3,1,0,1,0,0
483,2018/6/13,周至县板房子,2217,29.5,54,51,24,6.5,7.4,3,1,1,1,1,0
484,2019/8/24,未央区六村堡,731,27.1,169,56,10,1,20,1,0,0,0,0,1
485,2017/2/3,鄠邑区涝峪,938,27.4,346,64,23,1.1,41.8,5,0,0,0,0,0
486,2015/1/31,临潼区骊山,840,25,52,31,20,1,40,2,0,1,1,1,0
487,2018/9/1,周至县马召,2185,35.5,11,40,20,4.3,9.3,0,0,1,1,1,0
488,2016/7/12,蓝田县九间房,1101,38.3,102,95,35,1.7,41.2,5,1,0,0,0,0
489,2023/8/14,长安区子午峪,1019,36.9,89,73,43,7.9,10.9,0,0,0,0,0,0
490,2018/6/26,周至县王家河,2146,26.6,618,93,33,4.6,14.3,3,1,0,1,1,0
491,2015/5/7,蓝田县九间房,1486,37.3,817,40,34,6.6,10.3,2,1,1,1,1,0
492,2011/9/20,周至县板房子,1350,34,178,95,41,4.4,18.6,4,0,1,0,1,0
493,2013/10/17,鄠邑区蒋村,1013,43.9,486,62,20,1.9,21.1,3,0,0,0,0,0
494,2014/8/14,鄠邑区涝峪,1976,34.1,135,40,65,8.2,15.9,4,0,1,1,1,0
495,2011/7/23,蓝田县玉川,1600,32.3,122,81,48,3.2,30,0,1,0,1,1,1
496,2013/8/25,长安区蒿沟,2025,32.3,452,77,46,2.5,36.8,3,0,1,0,0,0
497,2017/10/30,周至县厚畛子,820,34.2,90,78,23,3.4,13.5,0,1,1,1,0,0
498,2022/9/6,周至县马召,902,41.1,69,80,28,3.6,15.6,4,1,0,1,0,0
499,2023/10/31,灞桥区白鹿塬,614,19.9,26,30,19,3.3,11.5,1,1,0,0,1,0
500,2017/9/20,灞桥区洪庆,385,14.7,16,30,14,1,28,1,1,1,1,0,0
501,2011/9/11,长安区蒿沟,1953,47.1,361,68,20,8.2,5,3,0,0,0,0,1
502,2017/12/29,长安区沣峪,2097,35.4,200,40,60,24.5,5,2,1,1,0,1,0
503,2023/5/24,长安区子午峪,1094,40.2,1500,55,44,5.3,16.6,3,0,1,1,0,0
504,2017/5/9,蓝田县汤峪,2242,36.2,17,60,121,23.9,10.1,0,1,0,0,0,0
505,2022/6/2,蓝田县汤峪,1206,31.3,35,95,30,2.4,25,2,1,1,1,0,0
506,2017/5/24,长安区沣峪,1870,35.4,91,56,20,1.8,22.2,3,0,0,0,0,0
507,2017/9/10,未央区谭家,608,11.6,445,30,13,1.6,16.2,1,0,0,0,0,0
508,2021/9/7,周至县王家河,1275,31.4,15,68,25,2.5,20,3,0,0,0,0,0
509,2019/7/20,长安区子午峪,1179,33.6,316,84,39,5.1,15.3,3,1,1,1,1,0
510,2021/9/25,周至县板房子,918,31,102,95,28,3.2,17.5,5,0,0,0,0,0
511,2019/12/19,未央区谭家,404,22.9,186,30,32,6.8,9.4,1,1,1,1,0,0
512,2019/8/2,阎良区关山,743,25.4,234,56,20,1,40,4,0,0,0,1,0
513,2017/5/25,长安区沣峪,936,33.6,46,55,31,2.5,24.8,3,0,1,1,1,0
514,2017/5/2,蓝田县蓝关,2474,41.6,364,67,30,2.5,24,0,0,1,0,1,0
515,2021/7/31,周至县马召,1107,35,391,42,20,1.4,28.6,0,0,1,1,1,0
516,2012/9/25,周至县板房子,2099,33,134,95,44,6.7,13.1,3,1,0,0,0,0
517,2016/7/24,长安区引镇,855,50,431,65,47,9.4,10,0,0,1,0,1,0
518,2016/9/22,周至县厚畛子,2263,39.1,272,40,33,3.4,19.4,5,1,1,1,0,0
519,2022/8/13,灞桥区白鹿塬,591,22.5,566,30,25,5.1,9.8,1,0,0,0,0,0
520,2010/8/20,雁塔区杜城,656,22.5,730,32,29,10.8,5.4,0,1,1,1,1,0
521,2022/8/7,蓝田县汤峪,1809,29.5,167,95,51,16.5,6.2,3,1,1,1,1,0
522,2017/9/23,雁塔区杜城,680,10.9,346,31,18,2.8,12.9,0,1,1,1,1,1
523,2014/7/29,雁塔区杜城,901,16.9,63,30,18,3,12,1,0,1,1,0,0
524,2021/7/11,长安区沣峪,1025,40.2,91,40,30,4.3,14,3,1,1,0,0,0
525,2020/9/10,未央区六村堡,800,12.2,447,40,10,1.1,18.2,1,0,1,0,0,1
526,2020/2/20,长安区沣峪,838,26.1,102,95,117,11.6,20.2,2,0,1,0,1,0
527,2022/5/3,蓝田县葛牌,2035,24.8,348,72,23,2.4,19.2,0,0,0,0,1,0
528,2013/10/31,灞桥区狄寨,566,21.2,375,57,20,2.3,17.4,1,0,0,0,0,0
529,2012/8/19,阎良区新兴,499,15,94,60,22,1.8,24.4,4,0,1,0,0,1
530,2010/7/4,周至县马召,2451,32.9,75,88,32,1.9,33.7,3,0,0,0,0,0
531,2021/1/3,临潼区代王,519,32.3,458,40,68,9.1,14.9,0,1,1,1,1,0
532,2020/12/2,蓝田县玉川,828,40.8,472,59,56,9,12.4,2,1,1,1,1,0
533,2016/10/2,鄠邑区玉蝉,2149,25.6,490,53,33,3,22,4,0,1,1,1,0
534,2022/7/5,鄠邑区玉蝉,1875,26,90,74,28,7.6,7.4,3,0,0,0,1,0
535,2015/6/20,长安区沣峪,1941,27.7,147,95,20,2.6,15.4,2,1,0,1,1,0
536,2021/7/8,鄠邑区祖庵,2296,36.8,326,40,35,1.9,36.8,0,0,1,0,0,0
537,2023/7/24,灞桥区白鹿塬,926,15.8,578,30,21,3.3,12.7,1,0,0,0,0,0
538,2018/8/23,周至县广济,1002,20,90,72,24,3.4,14.1,4,0,1,0,1,0
539,2018/5/13,长安区子午峪,1120,37.3,67,61,25,3.1,16.1,3,0,0,0,0,0
540,2015/7/3,鄠邑区祖庵,2139,33.4,408,40,48,5.1,18.8,0,1,1,0,0,0
541,2017/10/24,周至县马召,2110,28.6,179,54,54,5.4,20,5,0,0,0,1,0
542,2022/7/20,灞桥区席王,721,24.1,28,62,16,1,32,1,0,0,0,0,0
543,2019/7/5,蓝田县蓝关,1089,31,133,76,61,13.3,9.2,5,1,1,1,1,0
544,2017/7/14,未央区谭家,323,17.7,533,51,23,3.1,14.8,1,0,0,0,0,1
545,2022/2/5,鄠邑区涝峪,2389,23.2,235,40,46,2.4,38.3,0,0,0,0,0,0
546,2019/9/26,灞桥区狄寨,355,12.2,109,47,18,1.1,32.7,1,0,1,0,1,0
547,2022/7/4,周至县板房子,949,28.5,74,79,22,3.8,11.6,5,0,0,0,1,0
548,2015/10/5,长安区小峪,991,36.8,28,40,29,1.2,48.3,3,0,1,1,0,0
549,2017/10/24,长安区小峪,1443,33.2,370,40,30,5.4,11.1,0,1,0,1,0,0
550,2019/9/21,周至县厚畛子,2446,38.1,1481,48,23,4.8,9.6,5,0,1,1,1,0
551,2018/8/28,长安区蒿沟,1024,33.5,52,40,22,1.8,24.4,2,0,1,0,0,0
552,2021/5/4,鄠邑区玉蝉,2293,41.2,277,76,40,2.1,38.1,4,1,1,1,1,0
553,2014/8/1,鄠邑区涝峪,987,37.1,392,56,40,2.4,33.3,5,0,1,1,1,0
554,2010/7/28,阎良区关山,795,12,62,52,25,3.4,14.7,2,0,0,0,0,0
555,2017/11/21,鄠邑区甘河,1508,43.4,213,77,36,5.3,13.6,0,1,1,1,0,0
556,2021/9/10,雁塔区电子城,885,17.4,72,38,19,3.1,12.3,1,0,1,0,0,0
557,2011/10/19,周至县板房子,2202,35.2,333,68,20,2.1,19,4,1,1,0,0,0
558,2019/7/23,周至县广济,1244,48.5,154,55,58,3.4,34.1,5,0,0,0,1,0
559,2023/8/25,雁塔区曲江,427,21.2,139,52,26,1.5,34.7,0,0,0,0,0,0
560,2011/7/16,长安区小峪,2412,28.2,290,46,20,1.7,23.5,2,0,0,0,1,0
561,2017/6/26,蓝田县汤峪,904,44.3,1,94,32,6.7,9.6,2,1,1,0,0,0
562,2018/9/3,周至县王家河,819,33.6,680,91,27,1.2,45,5,0,0,0,0,0
563,2010/5/4,临潼区零口,798,41.3,142,30,21,2.2,19.1,2,1,1,1,0,0
564,2020/9/21,未央区谭家,807,17.8,155,30,35,3.2,21.9,1,1,0,1,1,0
